studentID,School,age,sex,mother tongue,BMI/nutrional status,Grade 1 Final ratings in Math,Grade 1 Final ratings in English,Grade 1 Final ratings in Filipino,Grade 1 Final ratings in Araling Panlipunan,Grade 2 Final ratings in Math,Grade 2 Final ratings in English,Grade 2 Final ratings in Filipino,Grade 2 Final ratings in Araling Panlipunan,Grade 3 Final ratings in Math,Grade 3 Final ratings in English,Grade 3 Final ratings in Science,Grade 3 Final ratings in Filipino,Grade 3 Final ratings in Araling Panlipunan,Grade 4 Final ratings in Math,Grade 4 Final ratings in English,Grade 4 Final ratings in Science,Grade 4 Final ratings in Filipino,Grade 4 Final ratings in Araling Panlipunan,Grade 5 Final ratings in Math,Grade 5 Final ratings in English,Grade 5 Final ratings in Science,Grade 5 Final ratings in Filipino,Grade 5 Final ratings in Araling Panlipunan,Grade 6 Final ratings in Math,Grade 6 Final ratings in English,Grade 6 Final ratings in Science,Grade 6 Final ratings in Filipino,Grade 6 Final ratings in Araling Panlipunan,School MPS
S0272,Urdaneta I Central School,12,M,Tagalog,Severely Wasted,100,100,76,85,96,83,86,76,79,97,92,86,95,86,92,92,80,99,90,79,78,87,81,99,75,85,76,96,66.82
S0273,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Tagalog,Severely Wasted,79,89,94,83,78,97,77,84,95,90,85,95,96,97,91,95,97,96,94,88,79,78,93,99,76,97,82,78,75.71
S0274,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,M,Ilocano,Wasted,78,94,94,82,86,94,78,88,92,90,90,86,90,100,88,94,93,96,94,100,85,89,92,75,90,75,95,77,75.71
S0275,Urdaneta I Central School,7,M,Tagalog,Overweight,94,82,82,77,88,100,80,82,84,100,98,93,92,92,78,84,97,77,81,75,95,90,84,94,76,80,75,89,66.82
S0276,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Filipino,Overweight,77,89,98,89,84,76,75,80,87,82,77,88,98,93,99,97,76,84,99,95,99,96,88,92,83,100,89,86,75.71
S0277,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Tagalog,Severely Wasted,82,75,91,83,84,80,78,85,88,76,92,84,87,75,100,93,88,95,81,84,97,78,86,83,78,100,86,81,75.71
S0278,Don Alipio Fernandes Sr. IS,7,F,Filipino,Normal,85,82,87,85,97,93,81,87,99,100,96,89,89,76,83,100,99,82,97,97,86,84,96,76,84,82,91,99,73.08
S0279,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Severely Wasted,86,96,86,90,89,90,76,86,75,91,84,97,90,77,99,85,81,80,97,96,94,81,88,98,96,99,79,85,75.71
S0280,Don Alipio Fernandes Sr. IS,8,F,Ilocano,Wasted,90,97,97,85,90,79,84,85,80,81,89,85,90,100,92,87,77,83,91,92,85,89,82,82,86,91,100,93,73.08
S0281,Urdaneta I Central School,11,M,Filipino,Wasted,76,78,95,79,79,93,79,98,82,94,85,77,75,81,86,94,81,89,76,99,80,76,97,82,75,90,95,94,66.82
S0282,Urdaneta I Central School,7,F,Ilocano,Obese,86,94,92,89,88,98,88,80,84,86,93,84,80,98,100,75,83,83,93,76,96,76,84,91,91,92,98,97,66.82
S0283,Don Alipio Fernandes Sr. IS,6,M,Tagalog,Overweight,91,90,90,85,92,97,92,92,96,75,88,91,94,85,90,83,91,85,86,100,96,79,88,96,81,76,77,99,73.08
S0284,Urdaneta I Central School,10,F,Filipino,Wasted,87,78,88,95,96,97,80,94,100,85,78,76,99,94,87,100,86,82,85,95,89,96,84,83,94,91,95,93,66.82
S0285,Urdaneta I Central School,7,F,Tagalog,Normal,80,92,82,89,89,89,97,99,88,98,76,81,93,88,77,82,89,89,75,93,100,81,95,90,90,83,83,83,66.82
S0286,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Tagalog,Overweight,86,77,85,92,90,91,93,92,90,75,97,86,88,78,89,88,90,80,100,89,92,100,93,94,78,84,100,96,75.71
S0287,Don Alipio Fernandes Sr. IS,6,M,Tagalog,Wasted,94,81,91,89,75,95,78,97,82,93,92,83,88,97,93,84,79,87,90,76,91,86,92,90,85,90,76,79,73.08
S0288,Don Alipio Fernandes Sr. IS,12,F,Tagalog,Obese,95,87,85,82,91,92,77,75,89,76,81,92,88,86,76,77,89,83,91,87,88,99,86,96,93,78,78,97,73.08
S0289,Don Alipio Fernandes Sr. IS,8,F,Ilocano,Overweight,87,94,79,88,93,75,87,85,94,86,88,81,80,92,76,99,84,81,90,98,82,78,85,91,75,87,94,95,73.08
S0290,Don Alipio Fernandes Sr. IS,10,F,Ilocano,Overweight,76,90,76,92,84,80,76,93,94,93,87,92,88,77,100,82,92,81,88,79,94,86,75,80,79,89,87,98,73.08
S0291,Don Alipio Fernandes Sr. IS,11,M,Filipino,Obese,86,86,84,97,88,80,99,83,77,87,80,83,75,84,87,78,97,80,94,80,93,96,87,79,75,79,90,77,73.08
S0292,Don Alipio Fernandes Sr. IS,7,F,Tagalog,Wasted,88,100,78,77,96,93,89,75,88,80,76,81,95,93,88,92,83,84,94,88,93,86,86,81,93,86,82,79,73.08
S0293,Urdaneta I Central School,9,M,Ilocano,Overweight,99,87,75,82,90,95,79,81,83,88,78,91,100,83,75,94,78,97,99,98,78,78,100,83,78,92,96,95,66.82
S0294,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,F,Tagalog,Normal,91,96,95,86,75,88,93,95,82,85,87,83,82,99,82,96,88,100,91,94,83,88,80,92,96,88,100,100,75.71
S0295,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Ilocano,Normal,84,79,94,85,91,92,85,91,86,78,93,89,86,79,78,84,84,93,87,80,98,97,93,77,91,77,91,93,75.71
S0296,Urdaneta I Central School,10,F,Tagalog,Overweight,98,92,92,84,92,92,100,88,85,87,97,91,95,96,78,99,87,83,91,84,85,81,83,86,82,76,100,84,66.82
S0297,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Ilocano,Obese,88,97,93,75,89,91,79,79,80,96,79,87,86,81,89,94,79,93,76,100,87,99,96,98,93,82,99,88,75.71
S0298,Urdaneta I Central School,11,M,Ilocano,Wasted,95,78,100,77,89,75,81,81,99,79,78,91,96,83,88,97,77,92,95,91,99,93,80,83,95,76,77,83,66.82
S0299,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Ilocano,Overweight,91,82,82,80,89,75,92,81,81,93,81,100,80,98,84,94,89,76,85,80,98,89,94,97,90,98,87,90,75.71
S0300,Don Alipio Fernandes Sr. IS,10,F,Filipino,Wasted,75,95,80,98,93,92,97,97,83,100,79,82,86,88,96,77,96,96,93,87,85,84,83,90,95,90,79,84,73.08
S0301,Urdaneta I Central School,9,F,Tagalog,Wasted,84,75,89,89,78,85,91,80,100,85,80,93,75,85,85,96,88,97,98,86,80,98,76,87,84,82,90,82,66.82
S0302,Urdaneta I Central School,11,M,Tagalog,Wasted,98,86,96,81,81,79,100,95,97,97,99,98,81,98,76,75,78,78,82,87,86,75,88,91,98,77,77,80,66.82
S0303,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Ilocano,Overweight,93,98,93,79,83,92,95,94,81,82,94,100,99,77,95,99,86,83,80,88,86,98,89,99,89,92,99,88,75.71
S0304,Urdaneta I Central School,11,F,Tagalog,Obese,79,77,96,88,75,94,77,99,97,80,100,100,80,94,83,88,92,83,81,91,86,97,89,91,79,89,75,84,66.82
S0305,Urdaneta I Central School,6,M,Filipino,Severely Wasted,79,80,80,75,97,76,92,95,83,77,91,80,97,92,89,78,91,94,77,79,81,75,80,87,97,84,91,75,66.82
S0306,Urdaneta I Central School,9,F,Filipino,Severely Wasted,99,87,79,83,86,83,75,75,90,98,98,83,95,98,79,75,97,80,88,91,100,83,80,85,88,99,84,76,66.82
S0307,Urdaneta I Central School,6,F,Filipino,Wasted,76,87,76,95,79,82,76,87,100,97,75,88,94,76,100,89,96,78,84,97,88,96,95,97,78,95,90,85,66.82
S0308,Urdaneta I Central School,11,F,Filipino,Wasted,78,86,76,86,89,97,93,88,97,80,77,75,77,76,81,100,82,81,96,84,86,99,98,100,88,94,84,81,66.82
S0309,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Filipino,Wasted,83,85,85,97,86,89,93,79,94,80,98,94,95,86,96,98,94,84,75,76,75,84,92,90,79,83,75,88,75.71
S0310,Urdaneta I Central School,12,M,Tagalog,Normal,75,92,87,98,79,75,88,96,83,83,86,97,76,90,93,99,94,99,96,80,89,81,91,90,94,80,93,93,66.82
S0311,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Wasted,79,99,80,83,80,83,97,94,84,93,99,87,88,82,84,88,83,95,86,95,78,93,97,86,98,100,78,75,75.71
S0312,Don Alipio Fernandes Sr. IS,7,M,Tagalog,Wasted,82,92,98,95,84,93,81,95,79,80,76,85,84,98,84,98,88,79,94,89,78,92,92,86,79,97,82,84,73.08
S0313,Don Alipio Fernandes Sr. IS,10,F,Ilocano,Wasted,100,88,81,98,90,95,95,79,88,86,79,83,79,89,100,91,94,87,93,81,95,86,81,91,77,83,96,97,73.08
S0314,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Ilocano,Obese,82,91,91,89,77,81,75,92,83,99,83,87,78,77,78,93,77,82,76,94,95,98,81,93,90,94,90,87,75.71
S0315,Don Alipio Fernandes Sr. IS,11,F,Filipino,Wasted,93,78,76,82,85,82,81,76,93,78,82,96,79,89,75,84,76,97,95,89,89,91,96,96,81,81,86,75,73.08
S0316,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Tagalog,Severely Wasted,86,78,97,91,85,85,90,80,82,100,84,96,93,92,92,87,97,78,82,87,90,84,80,96,84,100,89,83,75.71
S0317,Urdaneta I Central School,6,F,Tagalog,Wasted,97,97,98,98,94,88,89,80,82,87,79,79,84,98,80,95,85,96,83,77,90,84,96,97,82,99,90,85,66.82
S0318,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Filipino,Wasted,86,95,84,79,89,76,94,86,99,83,94,97,93,82,82,79,93,86,96,88,88,81,86,94,82,86,88,89,75.71
S0319,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Ilocano,Wasted,97,80,85,77,83,90,89,97,95,80,79,83,83,100,79,87,89,86,82,81,91,86,83,83,83,82,77,95,75.71
S0320,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Tagalog,Overweight,78,91,78,91,88,79,95,93,96,100,90,91,89,82,87,77,86,78,100,83,98,94,97,86,78,77,94,79,75.71
S0321,Don Alipio Fernandes Sr. IS,10,F,Tagalog,Overweight,97,92,85,89,81,100,79,97,99,83,75,91,88,91,79,86,99,99,100,81,86,99,95,93,83,93,75,100,73.08
S0322,Urdaneta I Central School,8,M,Tagalog,Obese,95,76,100,80,95,76,76,83,80,90,92,93,83,88,85,85,90,89,95,82,78,82,75,79,96,89,95,86,66.82
S0323,Urdaneta I Central School,10,F,Tagalog,Obese,75,77,89,84,90,82,76,80,93,93,100,92,87,96,77,96,98,84,78,78,83,86,75,87,100,94,98,83,66.82
S0324,Urdaneta I Central School,9,M,Filipino,Obese,79,81,97,95,87,85,79,82,85,96,79,76,86,92,76,88,91,78,86,98,77,95,88,97,96,75,77,88,66.82
S0325,Don Alipio Fernandes Sr. IS,8,F,Filipino,Overweight,95,86,99,76,85,91,87,91,89,95,98,97,76,88,81,75,93,88,87,75,79,100,78,99,80,75,92,75,73.08
S0326,Urdaneta I Central School,7,M,Ilocano,Severely Wasted,80,89,80,91,79,97,89,93,80,85,99,92,93,99,77,90,91,100,93,78,93,85,80,97,76,96,75,89,66.82
S0327,Urdaneta I Central School,10,M,Filipino,Obese,90,86,86,100,80,87,90,78,78,89,92,86,84,84,95,76,80,88,95,91,94,92,100,81,100,75,82,86,66.82
S0328,Don Alipio Fernandes Sr. IS,11,M,Ilocano,Overweight,97,90,90,87,100,92,100,99,100,81,88,93,92,91,99,85,81,89,88,97,98,92,78,86,94,97,79,96,73.08
S0329,Urdaneta I Central School,11,M,Ilocano,Wasted,94,82,97,84,88,96,98,78,80,94,92,90,82,94,91,88,88,81,94,96,97,81,96,99,78,97,79,100,66.82
S0330,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Tagalog,Obese,87,76,95,91,99,94,89,90,90,95,100,80,87,78,97,89,84,84,86,92,80,75,98,97,76,95,82,89,75.71
S0331,Don Alipio Fernandes Sr. IS,7,F,Tagalog,Overweight,76,80,99,96,81,86,86,80,88,100,82,100,75,95,76,99,75,75,94,91,92,98,92,87,76,95,80,95,73.08
S0332,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Ilocano,Wasted,94,94,88,89,84,89,90,90,97,81,84,85,100,89,86,92,75,85,90,91,84,86,81,94,75,91,75,96,75.71
S0333,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Filipino,Obese,76,90,87,92,100,79,75,77,84,95,96,85,98,89,87,90,87,94,79,91,87,87,78,90,79,83,82,95,75.71
S0334,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Filipino,Overweight,78,78,94,84,84,87,87,91,98,87,96,89,86,94,100,84,76,95,98,80,87,79,87,87,83,80,96,85,75.71
S0335,Urdaneta I Central School,12,F,Ilocano,Normal,96,75,79,87,92,96,95,89,82,87,99,89,77,75,80,98,98,87,83,93,94,99,92,82,95,96,79,80,66.82
S0336,Urdaneta I Central School,7,M,Tagalog,Severely Wasted,88,88,90,85,75,88,98,87,80,95,80,80,83,76,78,93,84,84,95,82,100,82,91,78,100,78,76,84,66.82
S0337,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Filipino,Obese,78,86,97,84,76,86,79,93,76,92,83,83,83,99,79,89,82,81,100,83,89,79,95,91,92,97,96,94,75.71
S0338,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Tagalog,Normal,100,82,94,78,98,91,81,80,96,96,89,90,83,90,75,88,85,77,89,89,86,98,93,80,81,88,85,97,75.71
S0339,Urdaneta I Central School,6,M,Filipino,Wasted,97,97,85,75,96,85,85,88,88,77,91,86,94,88,97,89,91,81,89,87,90,90,86,90,100,85,75,80,66.82
S0340,Urdaneta I Central School,9,M,Filipino,Wasted,78,88,91,87,80,97,93,94,78,86,93,80,99,99,81,92,95,83,90,83,89,75,86,86,96,78,94,81,66.82
S0341,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,M,Filipino,Wasted,85,99,87,80,90,88,85,88,79,84,97,90,93,94,83,86,81,99,75,97,81,92,98,100,75,100,86,98,75.71
S0342,Don Alipio Fernandes Sr. IS,6,M,Tagalog,Normal,82,86,75,84,88,87,81,98,99,77,88,99,91,96,79,86,100,94,85,79,89,79,97,93,96,81,94,87,73.08
S0343,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Filipino,Wasted,76,75,94,86,93,92,78,78,75,82,96,85,81,90,91,94,87,90,89,77,96,97,81,76,76,94,84,97,75.71
S0344,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Ilocano,Obese,96,87,89,77,82,82,89,78,86,88,95,91,85,97,79,84,90,85,85,86,91,90,90,90,83,86,82,87,75.71
S0345,Don Alipio Fernandes Sr. IS,10,F,Ilocano,Overweight,80,100,78,98,86,87,97,91,84,83,88,100,96,86,92,83,94,88,88,97,95,80,98,94,76,100,100,82,73.08
S0346,Don Alipio Fernandes Sr. IS,8,F,Filipino,Wasted,99,94,81,98,79,90,87,83,88,75,79,76,98,84,79,92,84,98,99,87,97,81,98,97,100,88,91,95,73.08
S0347,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Ilocano,Obese,92,90,91,76,84,85,98,100,88,79,88,98,75,95,79,99,88,82,82,79,85,97,84,85,91,97,82,75,75.71
S0348,Don Alipio Fernandes Sr. IS,8,M,Ilocano,Severely Wasted,88,84,85,97,95,76,90,81,91,93,94,79,94,92,80,88,89,75,90,78,93,99,96,96,95,95,83,93,73.08
S0349,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Filipino,Wasted,92,76,91,83,97,96,83,88,83,91,97,96,97,75,78,96,84,84,94,81,83,76,76,99,78,91,87,79,75.71
S0350,Don Alipio Fernandes Sr. IS,7,F,Ilocano,Severely Wasted,91,90,96,79,92,97,80,92,78,78,81,100,81,90,93,94,93,83,87,94,87,77,99,97,83,82,78,92,73.08
S0351,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,F,Ilocano,Obese,84,75,93,78,78,99,81,98,100,97,95,86,81,77,95,98,89,97,80,94,86,80,91,97,83,93,81,87,75.71
S0352,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Tagalog,Obese,81,100,97,96,88,88,85,97,94,80,86,100,75,91,75,93,76,87,99,96,80,84,78,84,79,82,75,98,75.71
S0353,Urdaneta I Central School,12,M,Filipino,Severely Wasted,91,81,87,88,84,80,75,85,84,85,85,89,81,98,87,81,79,96,94,96,100,83,82,81,81,83,81,81,66.82
S0354,Don Alipio Fernandes Sr. IS,7,M,Ilocano,Overweight,75,87,84,100,81,76,76,82,100,89,95,83,88,76,93,89,94,98,99,94,79,78,76,91,83,98,85,95,73.08
S0355,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Tagalog,Wasted,78,82,75,86,77,90,78,93,85,80,100,89,84,91,82,75,79,91,93,96,85,75,96,76,99,80,86,84,75.71
S0356,Don Alipio Fernandes Sr. IS,10,F,Ilocano,Obese,98,82,89,86,80,84,93,100,83,93,100,76,94,92,87,78,77,93,76,87,78,82,96,91,93,76,78,75,73.08
S0357,Don Amadeo Perez Sr. Memorial Elementary CS-East,9,F,Filipino,Severely Wasted,87,87,84,85,91,84,98,98,93,96,96,98,83,75,99,93,82,78,80,79,97,93,86,76,98,82,98,80,75.71
S0358,Don Alipio Fernandes Sr. IS,6,F,Ilocano,Overweight,85,86,91,77,88,92,82,81,95,79,78,83,84,93,93,93,79,98,97,85,76,92,89,96,89,94,79,88,73.08
S0359,Don Alipio Fernandes Sr. IS,12,M,Filipino,Wasted,94,93,97,92,88,92,86,86,85,93,86,85,85,80,83,83,99,82,76,91,94,87,80,98,82,78,96,77,73.08
S0360,Urdaneta I Central School,11,M,Tagalog,Severely Wasted,88,94,99,83,96,94,79,76,91,85,99,86,80,77,80,84,76,88,92,87,94,92,100,76,99,79,85,75,66.82
S0361,Urdaneta I Central School,12,M,Ilocano,Overweight,77,81,98,99,75,84,98,100,76,77,78,88,88,79,86,96,81,84,95,75,91,82,81,85,78,94,80,88,66.82
S0362,Don Alipio Fernandes Sr. IS,12,F,Filipino,Normal,91,87,78,77,100,80,97,96,84,82,89,100,83,92,92,77,81,87,85,79,92,97,92,79,90,86,96,75,73.08
S0363,Urdaneta I Central School,11,M,Tagalog,Obese,82,98,76,75,95,87,95,93,97,92,84,89,83,75,95,81,81,93,83,98,84,98,78,91,78,83,88,89,66.82
S0364,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Obese,90,94,84,76,88,83,94,93,97,80,75,100,96,78,94,91,84,98,94,81,83,91,99,96,75,83,88,93,75.71
S0365,Urdaneta I Central School,11,F,Ilocano,Normal,93,86,99,82,92,94,89,93,90,91,78,75,99,94,86,96,86,100,87,97,79,87,100,97,89,85,97,83,66.82
S0366,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Overweight,75,96,96,89,87,78,99,99,99,93,96,82,92,92,92,92,100,76,81,85,77,75,97,84,89,77,84,93,75.71
S0367,Don Alipio Fernandes Sr. IS,11,F,Ilocano,Overweight,100,89,90,78,95,75,82,97,93,82,92,94,77,77,97,98,95,99,87,77,89,89,95,79,80,83,87,76,73.08
S0368,Urdaneta I Central School,11,F,Ilocano,Wasted,94,88,96,100,76,92,78,100,95,79,77,79,87,83,82,90,86,84,90,85,88,80,85,83,99,87,92,97,66.82
S0369,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Severely Wasted,82,77,89,96,75,89,77,77,93,90,97,88,77,79,75,88,90,83,83,97,93,78,93,95,82,76,100,89,75.71
S0370,Urdaneta I Central School,9,F,Ilocano,Wasted,100,84,83,91,86,78,86,99,85,90,81,81,76,79,88,95,87,89,86,97,100,87,80,76,89,75,86,100,66.82
S0371,Urdaneta I Central School,8,M,Ilocano,Wasted,99,100,98,89,78,85,75,97,84,96,85,92,79,87,77,77,98,100,99,80,81,89,94,76,76,88,92,80,66.82
S0372,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,M,Filipino,Wasted,84,81,94,85,88,75,89,75,89,90,80,75,86,88,98,84,79,94,83,84,100,96,77,81,75,94,79,77,75.71
S0373,Don Alipio Fernandes Sr. IS,6,F,Tagalog,Wasted,79,78,98,91,95,89,81,97,91,84,92,93,77,83,95,78,80,86,77,86,76,99,77,75,89,97,80,91,73.08
S0374,Urdaneta I Central School,9,F,Tagalog,Severely Wasted,78,87,93,87,75,99,79,91,95,83,89,87,88,77,78,89,86,87,88,80,81,91,82,78,83,76,78,90,66.82
S0375,Urdaneta I Central School,7,F,Filipino,Obese,77,80,85,86,98,88,82,94,100,80,98,78,97,90,96,99,92,76,94,100,96,82,96,90,79,78,91,92,66.82
S0376,Don Alipio Fernandes Sr. IS,11,M,Ilocano,Overweight,98,88,91,98,96,83,92,92,86,83,95,81,91,86,97,84,81,99,94,94,97,96,93,92,99,84,92,90,73.08
S0377,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Severely Wasted,79,81,83,100,84,75,88,94,93,87,83,87,97,96,97,92,79,81,78,91,76,89,77,88,82,91,77,91,75.71
S0378,Don Alipio Fernandes Sr. IS,11,M,Filipino,Obese,88,95,89,83,94,75,80,84,83,93,89,81,84,77,97,96,79,85,76,95,96,81,95,76,78,96,98,80,73.08
S0379,Don Alipio Fernandes Sr. IS,8,M,Tagalog,Overweight,77,94,89,98,99,87,75,92,100,77,77,81,100,80,80,76,100,97,96,80,79,82,76,85,89,87,97,81,73.08
S0380,Don Amadeo Perez Sr. Memorial Elementary CS-East,12,M,Ilocano,Normal,99,92,97,89,77,99,82,81,77,78,89,81,79,80,100,85,88,95,85,75,96,84,82,76,100,78,75,85,75.71
S0381,Don Amadeo Perez Sr. Memorial Elementary CS-East,8,F,Ilocano,Normal,75,83,100,75,86,86,96,82,91,94,80,80,76,97,80,100,94,75,80,82,98,98,86,98,85,87,82,90,75.71
S0382,Urdaneta I Central School,10,F,Tagalog,Overweight,97,83,91,100,89,95,86,79,100,91,96,82,96,97,78,90,96,98,100,95,76,90,81,88,100,85,91,81,66.82
S0383,Urdaneta I Central School,8,F,Tagalog,Obese,88,96,84,81,85,96,80,92,98,86,84,92,83,97,99,88,92,79,80,92,77,82,90,78,100,84,92,99,66.82
S0384,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Tagalog,Overweight,86,96,77,79,77,99,88,88,75,94,76,85,96,91,96,96,78,85,77,77,90,88,85,77,80,91,99,96,75.71
S0385,Don Alipio Fernandes Sr. IS,11,M,Ilocano,Severely Wasted,75,78,80,90,98,76,87,88,97,100,98,75,75,81,84,77,91,85,91,99,83,97,89,99,88,97,89,76,73.08
S0386,Don Alipio Fernandes Sr. IS,12,F,Filipino,Wasted,100,80,83,87,75,84,82,88,83,79,86,95,96,85,87,100,93,91,99,94,75,84,88,81,95,98,80,90,73.08
S0387,Urdaneta I Central School,9,M,Tagalog,Overweight,98,90,75,88,86,97,90,92,88,98,81,85,82,92,82,77,84,96,87,97,76,100,81,78,92,88,90,86,66.82
S0388,Don Alipio Fernandes Sr. IS,7,F,Ilocano,Obese,86,92,82,83,76,95,78,91,94,99,86,78,75,89,98,90,84,86,92,99,83,94,75,85,88,80,91,80,73.08
S0389,Don Amadeo Perez Sr. Memorial Elementary CS-East,10,F,Filipino,Severely Wasted,99,95,78,91,100,86,96,79,75,75,91,84,94,99,100,85,87,96,79,87,77,80,75,94,90,100,88,75,75.71
S0390,Urdaneta I Central School,11,M,Ilocano,Normal,88,99,85,90,78,88,98,75,78,90,75,90,81,97,84,99,90,83,85,89,89,82,99,97,76,97,94,78,66.82
S0391,Urdaneta I Central School,7,F,Tagalog,Wasted,92,83,77,78,90,86,89,84,96,91,98,94,94,76,92,75,100,80,89,85,82,82,75,97,96,100,95,91,66.82
S0392,Don Alipio Fernandes Sr. IS,6,F,Filipino,Severely Wasted,88,88,89,85,96,87,84,91,87,89,94,84,98,99,79,100,100,92,96,96,80,80,98,90,85,99,87,93,73.08
S0393,Don Alipio Fernandes Sr. IS,7,F,Filipino,Normal,90,98,78,87,92,85,79,84,76,100,100,91,83,94,79,93,80,84,98,77,82,76,100,86,81,97,93,91,73.08
S0394,Don Amadeo Perez Sr. Memorial Elementary CS-East,7,M,Filipino,Obese,87,94,100,98,75,85,94,96,79,79,84,81,85,82,79,87,96,82,81,83,80,100,88,75,75,90,100,77,75.71
S0395,Don Alipio Fernandes Sr. IS,11,M,Tagalog,Obese,78,100,83,90,78,89,89,75,89,93,77,93,85,77,97,89,99,78,90,93,75,84,78,88,79,88,78,82,73.08
S0396,Don Alipio Fernandes Sr. IS,11,M,Tagalog,Overweight,88,83,81,98,75,97,94,87,83,78,100,89,90,86,81,95,82,90,78,93,81,82,89,100,79,92,93,86,73.08
S0397,Urdaneta I Central School,6,F,Filipino,Normal,96,84,97,90,78,89,80,79,84,98,92,86,75,96,77,92,92,87,92,93,86,82,90,99,98,96,85,100,66.82
S0398,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Filipino,Severely Wasted,89,75,75,99,90,99,88,79,78,77,88,85,92,100,92,100,87,77,89,77,75,97,98,75,91,98,98,87,75.71
S0399,Don Alipio Fernandes Sr. IS,12,F,Ilocano,Wasted,95,76,76,95,98,100,78,77,80,76,87,95,93,95,96,90,96,82,82,100,75,92,99,76,93,81,75,93,73.08
S0400,Urdaneta I Central School,6,F,Tagalog,Normal,92,76,99,87,88,78,88,76,77,84,99,86,75,91,87,86,97,81,85,95,96,99,80,81,100,77,75,79,66.82
S0401,Don Amadeo Perez Sr. Memorial Elementary CS-East,11,F,Ilocano,Severely Wasted,99,75,93,97,90,96,85,89,100,89,98,95,87,92,89,96,78,89,88,86,94,94,97,85,92,79,90,79,75.71
S0402,Don Alipio Fernandes Sr. IS,7,M,Filipino,Normal,82,82,91,92,92,98,81,75,81,76,98,78,82,92,76,98,84,94,85,80,97,83,82,85,84,92,99,83,73.08
S0403,Don Alipio Fernandes Sr. IS,6,F,Ilocano,Severely Wasted,92,96,99,79,76,95,98,75,84,87,95,98,96,96,87,79,90,92,96,89,86,81,88,84,84,93,95,93,73.08
S0404,Urdaneta I Central School,7,F,Tagalog,Severely Wasted,82,80,86,99,100,89,77,82,77,97,84,96,98,75,87,90,89,80,88,95,89,84,84,95,98,95,93,89,66.82
S0405,Urdaneta I Central School,9,M,Ilocano,Wasted,76,87,81,78,91,80,76,94,100,79,75,83,75,94,94,76,81,87,75,79,100,76,87,78,96,87,84,86,66.82
S0406,Don Alipio Fernandes Sr. IS,8,M,Tagalog,Wasted,94,96,88,81,87,79,91,99,83,97,83,88,91,88,93,98,82,98,89,88,80,90,75,100,84,99,76,81,73.08
S0407,Urdaneta I Central School,7,M,Tagalog,Obese,93,91,91,90,78,86,81,75,98,75,83,92,78,80,82,82,89,89,78,91,95,98,77,87,94,98,86,95,66.82
S0408,Don Alipio Fernandes Sr. IS,11,M,Filipino,Severely Wasted,81,79,79,95,83,90,81,100,91,81,89,95,82,78,96,75,92,82,84,98,100,82,86,75,82,87,81,98,73.08
S0409,Don Amadeo Perez Sr. Memorial Elementary CS-East,6,M,Tagalog,Normal,98,94,83,89,90,85,89,100,75,97,84,80,84,77,79,85,91,94,89,83,92,90,86,88,97,98,97,90,75.71
